Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,UBS AMERICAS HOLDING LLC,4846998,,NEW YORK NY,Intermediate Holding Companies,1,"New York, NY, USA",40.7127837,-74.0059413
2,,UBS SECURITIES LLC,1576959,1,NEW YORK NY,Securities Broker/Dealer,2,"New York, NY, USA",40.7127837,-74.0059413
3,,UBS PORTFOLIO LLC,2463476,1,NEW YORK NY,Domestic Entity Other,2,"New York, NY, USA",40.7127837,-74.0059413
4,,UBS AMERICAS INC.,2967509,1,STAMFORD CT,Domestic Entity Other,2,"Stamford, CT, USA",41.0534302,-73.5387341
5,,UBS FINANCIAL SERVICES INC.,1990005,4,NEW YORK NY,Securities Broker/Dealer,3,"New York, NY, USA",40.7127837,-74.0059413
6,,UBS FINANCIAL SERVICES INSURANCE AGENCY INC.,2972950,5,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
7,,JOSEPH J. GRANO JR. SCHOLARSHIP FOUNDATION USA,4236441,5,WEEHAWKEN NJ,Domestic Entity Other,4,"Weehawken, NJ 07086, USA",40.7663711,-74.0253715
8,,UBS FOUNDATION USA,4241593,5,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
9,,"FRANCIS WARD PAINE FOUNDATION, INC.",4241605,5,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
10,,WALL STREET REALTY CORPORATION,4749437,5,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
11,+,UBS PORTFOLIO LLC,2463476,4,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
12,,ARI ACQUISITION CORPORATION,2549204,4,HARTFORD CT,Domestic Entity Other,3,"Hartford, CT, USA",41.7637111,-72.6850932
13,+,UBS FUND SERVICES (USA) LLC,2853974,12,HARTFORD CT,Domestic Entity Other,4,"Hartford, CT, USA",41.7637111,-72.6850932
14,,UBS REALTY INVESTORS LLC,2916600,12,HARTFORD CT,Domestic Entity Other,4,"Hartford, CT, USA",41.7637111,-72.6850932
15,,UBS FUND SERVICES (USA) LLC,2853974,14,HARTFORD CT,Domestic Entity Other,5,"Hartford, CT, USA",41.7637111,-72.6850932
16,,UBS FARMLAND INVESTORS LLC,2916619,14,HARTFORD CT,Domestic Entity Other,5,"Hartford, CT, USA",41.7637111,-72.6850932
17,,TRUMBULL PROPERTY FUND GP LLC,3798120,14,HARTFORD CT,Domestic Entity Other,5,"Hartford, CT, USA",41.7637111,-72.6850932
18,,TRUMBULL PROPERTY FUND LP,3798906,17,HARTFORD CT,Domestic Entity Other,6,"Hartford, CT, USA",41.7637111,-72.6850932
19,,TRUMBULL PROPERTY INCOME FUND GP LLC,3798979,14,HARTFORD CT,Domestic Entity Other,5,"Hartford, CT, USA",41.7637111,-72.6850932
20,,TRUMBULL PROPERTY GROWTH & INCOME FUND GP LLC,4296557,14,HARTFORD CT,Domestic Entity Other,5,"Hartford, CT, USA",41.7637111,-72.6850932
21,,GATEWAY LAND CORP.,2574185,4,STAMFORD CT,Domestic Entity Other,3,"Stamford, CT, USA",41.0534302,-73.5387341
22,,UBS LOAN FINANCE LLC,2697815,4,NEW YORK NY,Finance Company,3,"New York, NY, USA",40.7127837,-74.0059413
23,,"DILLON, READ INC.",2697981,4,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
24,,PRIVATE EQUITY HOLDING INC.,2698111,23,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
25,,ARISTA CAPITAL MANAGEMENT LLC,3239191,24,STAMFORD CT,Domestic Entity Other,5,"Stamford, CT, USA",41.0534302,-73.5387341
26,,WIT VC FUND I LP,3239212,25,STAMFORD CT,Domestic Entity Other,6,"Stamford, CT, USA",41.0534302,-73.5387341
27,,REDMEN'S LAND CORP.,2698586,4,STAMFORD CT,Domestic Entity Other,3,"Stamford, CT, USA",41.0534302,-73.5387341
28,,UBS REALTY INVESTORS LLC,2916600,4,HARTFORD CT,Domestic Entity Other,3,"Hartford, CT, USA",41.7637111,-72.6850932
29,,UBS FUND SERVICES (USA) LLC,2853974,28,HARTFORD CT,Domestic Entity Other,4,"Hartford, CT, USA",41.7637111,-72.6850932
30,,UBS FARMLAND INVESTORS LLC,2916619,28,HARTFORD CT,Domestic Entity Other,4,"Hartford, CT, USA",41.7637111,-72.6850932
31,,TRUMBULL PROPERTY FUND GP LLC,3798120,28,HARTFORD CT,Domestic Entity Other,4,"Hartford, CT, USA",41.7637111,-72.6850932
32,,TRUMBULL PROPERTY FUND LP,3798906,31,HARTFORD CT,Domestic Entity Other,5,"Hartford, CT, USA",41.7637111,-72.6850932
33,,TRUMBULL PROPERTY INCOME FUND GP LLC,3798979,28,HARTFORD CT,Domestic Entity Other,4,"Hartford, CT, USA",41.7637111,-72.6850932
34,,TRUMBULL PROPERTY GROWTH & INCOME FUND GP LLC,4296557,28,HARTFORD CT,Domestic Entity Other,4,"Hartford, CT, USA",41.7637111,-72.6850932
35,,UBS REAL ESTATE SECURITIES INC.,2968083,4,NEW YORK NY,Finance Company,3,"New York, NY, USA",40.7127837,-74.0059413
36,,UBS REAL ESTATE INVESTMENTS INC.,2968131,35,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
37,,MASTER TRIPLE NET HOLDINGS LLC,3383441,36,NEW YORK NY,Domestic Entity Other,5,"New York, NY, USA",40.7127837,-74.0059413
38,,CRE IVY BROOK LLC,4262235,37,SHELTON CT,Domestic Entity Other,6,"Shelton, CT 06484, USA",41.3164856,-73.0931641
39,,CORPORATE AIRCRAFT FUNDING COMPANY LLC,4270007,35,STAMFORD CT,Finance Company,4,"Stamford, CT, USA",41.0534302,-73.5387341
40,,"BATTENKILL INSURANCE COMPANY, LLC",4709459,35,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
41,,PAINEWEBBER LEASING CORPORATION,2969996,4,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
