Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,BARCLAYS US LLC,5006575,,NEW YORK NY,Intermediate Holding Companies,1,"New York, NY, USA",40.7127837,-74.0059413
2,,BARCLAYS GROUP US INC.,2914521,1,WILMINGTON DE,Bank Holding Company,2,"Wilmington, DE, USA",39.7390721,-75.5397878
3,,BARCLAYS BANK DELAWARE,2980209,2,WILMINGTON DE,Non-member Bank,3,"Wilmington, DE, USA",39.7390721,-75.5397878
4,,WILMINGTON RIVERFRONT RECEIVABLES LLC,3971941,3,WILMINGTON DE,Domestic Entity Other,4,"Wilmington, DE, USA",39.7390721,-75.5397878
5,+,CURVE INVESTMENTS GP,4409786,3,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
6,,"ANALOG ANALYTICS, INC",4554172,3,SOLANA BEACH CA,Domestic Entity Other,4,"Solana Beach, CA, USA",32.991155,-117.2711481
7,,BARCLAYS DRYROCK FUNDING LLC,4554305,3,WILMINGTON DE,Domestic Entity Other,4,"Wilmington, DE, USA",39.7390721,-75.5397878
8,,BARCLAYS DRYROCK ISSUANCE TRUST,4554837,3,WILMINGTON DE,Domestic Entity Other,4,"Wilmington, DE, USA",39.7390721,-75.5397878
9,,BARCLAYS SERVICES LLC,3030790,2,WILMINGTON DE,Domestic Entity Other,3,"Wilmington, DE, USA",39.7390721,-75.5397878
10,,BARCLAYS CAPITAL COMMODITIES CORPORATION,3339149,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
11,,BARCLAYS CAPITAL ENERGY INC.,3339158,10,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
12,,GLENN POOL OIL & GAS TRUST I,4286615,11,NEW YORK NY,Domestic Entity Other,5,"New York, NY, USA",40.7127837,-74.0059413
13,,GLENN POOL OIL & GAS TRUST II,4286624,11,NEW YORK NY,Domestic Entity Other,5,"New York, NY, USA",40.7127837,-74.0059413
14,,BARCLAYS INVESTMENT HOLDINGS LLC,3536676,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
15,+,CURVE INVESTMENTS GP,4409786,14,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
16,,SUTTON FUNDING LLC,3715387,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
17,,LONG ISLAND HOLDING A LLC,3835481,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
18,,LAGALLA INVESTMENTS LLC,3920136,2,WILMINGTON DE,Domestic Entity Other,3,"Wilmington, DE, USA",39.7390721,-75.5397878
19,,BARCLAYS BWA INC.,3927322,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
20,,RELATIVE VALUE HOLDINGS LLC,3945504,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
21,,RELATIVE VALUE INVESTMENTS UK LIMITED LIABILITY PARTNERSHIP,4750415,20,LONDON ENGLAND,International Nonbank Sub of Domestic Entities,4,"London, UK",51.5073509,-0.1277583
22,,RELATIVE VALUE TRADING LIMITED,4750424,21,LONDON ENGLAND,International Nonbank Sub of Domestic Entities,5,"London, UK",51.5073509,-0.1277583
23,,BARCLAYS INSURANCE US INC.,4026848,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
24,,BARCLAYS CAPITAL INC.,1146316,2,NEW YORK NY,Securities Broker/Dealer,3,"New York, NY, USA",40.7127837,-74.0059413
25,,BARCLAYS RECEIVABLES LLC,4044459,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
26,,ANALYTICAL TRADE HOLDINGS LLC,4122759,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
27,,ANALYTICAL TRADE INVESTMENTS LLC,4123046,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
28,,BARCLAYS CAPITAL HOLDINGS INC.,4154835,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
29,,BARCLAYS CAPITAL REAL ESTATE HOLDINGS INC.,3297557,28,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
30,,EQUIFIRST CORPORATION,2752527,29,CHARLOTTE NC,Domestic Entity Other,5,"Charlotte, NC, USA",35.2270869,-80.8431267
31,,BARCLAYS CAPITAL REAL ESTATE INC.,3280287,29,NEW YORK NY,Domestic Entity Other,5,"New York, NY, USA",40.7127837,-74.0059413
32,,SECURITIZED ASSET BACKED RECEIVABLES LLC,3248474,31,NEW YORK NY,Domestic Entity Other,6,"New York, NY, USA",40.7127837,-74.0059413
33,,BCAP LLC,3545799,31,NEW YORK NY,Domestic Entity Other,6,"New York, NY, USA",40.7127837,-74.0059413
