Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
27,,"CHARLES SCHWAB INVESTMENT ADVISORY, INC.",4207982,1,SAN FRANCISCO CA,Domestic Entity Other,2,"San Francisco, CA, USA",37.7749295,-122.4194155
28,,"SCHWAB TECHNOLOGY HOLDINGS, INC.",4588560,1,SAN FRANCISCO CA,Domestic Entity Other,2,"San Francisco, CA, USA",37.7749295,-122.4194155
29,,"SCHWAB COMPLIANCE TECHNOLOGIES, INC.",4588579,28,CHICAGO IL,Data Processing Servicer,3,"Chicago, IL, USA",41.8781136,-87.6297982
30,,"THOMASPARTNERS, INC.",4588588,1,BOSTON MA,Domestic Entity Other,2,"Boston, MA, USA",42.3600825,-71.0588801
31,,CHARLES SCHWAB TRUST COMPANY,4865177,1,HENDERSON NV,Domestic Entity Other,2,"Henderson, NV, USA",36.0395247,-114.9817213
32,,CHARLES SCHWAB TRUST COMPANY OF DELAWARE,4904964,31,WILMINGTON DE,Domestic Entity Other,3,"Wilmington, DE, USA",39.7390721,-75.5397878
33,,"SCHWAB (SIS) HOLDINGS, INC. I",2922900,1,SAN FRANCISCO CA,Domestic Entity Other,2,"San Francisco, CA, USA",37.7749295,-122.4194155
34,,CHARLES SCHWAB ASSET MANAGEMENT (IRELAND) LIMITED,2922937,33,DUBLIN IRELAND,Foreign Entity Other,3,"Dublin, Ireland",53.3498053,-6.2603097
35,,"CHARLES SCHWAB INVESTMENT MANAGEMENT, INC.",2923028,1,SAN FRANCISCO CA,Domestic Entity Other,2,"San Francisco, CA, USA",37.7749295,-122.4194155
36,,"SCHWAB RETIREMENT PLAN SERVICES, INC.",2923037,1,RICHFIELD OH,Domestic Entity Other,2,"Richfield, OH, USA",41.2397772,-81.6381785
37,,"SCHWAB RETIREMENT TECHNOLOGIES, INC.",2923046,1,CHARLOTTE NC,Data Processing Servicer,2,"Charlotte, NC, USA",35.2270869,-80.8431267
38,,"PERFORMANCE TECHNOLOGIES, INC.",2923055,1,RALEIGH NC,Data Processing Servicer,2,"Raleigh, NC, USA",35.7795897,-78.6381787
39,,"SCHWAB INTERNATIONAL HOLDINGS, INC.",2923260,1,SAN FRANCISCO CA,Domestic Entity Other,2,"San Francisco, CA, USA",37.7749295,-122.4194155
40,,"CHARLES SCHWAB, HONG KONG, LIMITED",2922870,39,HONG KONG HONG KONG,Foreign Entity Other,3,Hong Kong,22.396428,114.109497
41,,"CHARLES SCHWAB GLOBAL HOLDINGS, INC.",3001138,1,SAN FRANCISCO CA,Domestic Entity Other,2,"San Francisco, CA, USA",37.7749295,-122.4194155
42,,CS KINROSS LAKE PARKWAY LLC,4321682,41,SAN FRANCISCO CA,Domestic Entity Other,3,"San Francisco, CA, USA",37.7749295,-122.4194155
43,,CS SOUTH MOUNTAIN I LLC,4321703,41,SAN FRANCISCO CA,Domestic Entity Other,3,"San Francisco, CA, USA",37.7749295,-122.4194155
44,,CS WOODFIELD CROSSING BOULEVARD LLC,4321712,41,SAN FRANCISCO CA,Domestic Entity Other,3,"San Francisco, CA, USA",37.7749295,-122.4194155
45,,CS LONE TREE LLC,4588270,41,SAN FRANCISCO CA,Domestic Entity Other,3,"San Francisco, CA, USA",37.7749295,-122.4194155
46,,CHARLES SCHWAB BANK,3150447,1,RENO NV,Savings & Loan Association,2,"Reno, NV, USA",39.5296329,-119.8138027
47,,"CRA FUND OF SBIC'S II, LP, THE",5084117,46,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
