Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,"CREDIT SUISSE HOLDINGS (USA), INC.",1574834,,NEW YORK NY,Intermediate Holding Companies,1,"New York, NY",40.7127837,-74.0059413
2,,"COMMERCIAL MORTGAGE HOLDING, INC.",1991178,1,NEW YORK NY,Domestic Entity Other,2,"New York, NY",40.7127837,-74.0059413
3,,FLATIRON PROPERTY CORP.,2526719,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
4,,"PTG HOLDINGS, INC.",2781273,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
5,,"GRM REAL ESTATE, LLC",3073340,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
6,,"GRM PROPERTIES, L.P.",3073359,5,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
7,,"GRM PROPERTIES, L.P.",3073359,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
8,,CREDIT SUISSE FIRST BOSTON MORTGAGE DEPOSITOR I CORPORATION,2843827,1,NEW YORK NY,Domestic Entity Other,2,"New York, NY",40.7127837,-74.0059413
9,,SPECIAL SITUATIONS HOLDINGS IX LLC-ICON,2932178,1,NEW YORK NY,Domestic Entity Other,2,"New York, NY",40.7127837,-74.0059413
10,,"CREDIT SUISSE (USA), INC.",2983778,1,NEW YORK NY,Domestic Entity Other,2,"New York, NY",40.7127837,-74.0059413
11,,CREDIT SUISSE MANAGEMENT LLC,1667615,10,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
12,,COLLATERALIZED MORTGAGE SECURITIES CORPORATION,1667633,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
13,,ASSET BACKED SECURITIES CORPORATION,1667624,12,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
14,,CREDIT SUISSE FIRST BOSTON PRINCETON LLC,1667651,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
15,,CREDIT SUISSE FIRST BOSTON MORTGAGE SECURITIES CORP.,1667688,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
16,,"CREDIT SUISSE FIRST BOSTON MERCHANT BANK, INC.",1929340,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
17,,"MERCHANT LBO, INC.",1667464,16,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
18,,"MERCHANT REALTY, INC.",1929434,16,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
19,,"CLIPPER STONE, INC.",1574955,18,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
20,,FIRST STONE ASSOCIATES L.P.,1574982,19,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
21,,575 FIFTH ASSOCIATES,2469160,20,NEW YORK NY,Domestic Entity Other,8,"New York, NY",40.7127837,-74.0059413
22,,STONESTEAD ASSOCIATES,2526184,19,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
23,,FIRST STONE ASSOCIATES L.P.,1574982,22,NEW YORK NY,Domestic Entity Other,8,"New York, NY",40.7127837,-74.0059413
24,,575 FIFTH ASSOCIATES,2469160,23,NEW YORK NY,Domestic Entity Other,9,"New York, NY",40.7127837,-74.0059413
25,,"MERCHANT HOLDING, INC.",1929863,16,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
26,,CS FIRST BOSTON ALTERNATE ENERGY CORPORATION,1667268,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
27,,"MERCHANT CCH, L.P.",2720227,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
28,,"CFS EQUITY INVESTORS, LLC",2843537,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
29,,"CREDIT SUISSE FIRST BOSTON SIDE-BY-SIDE FUND I, L.P.",2931890,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
30,,"CREDIT SUISSE FIRST BOSTON LFG HOLDINGS 2000, L.P.",3072978,29,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
31,,"CREDIT SUISSE FIRST BOSTON TECHNOLOGY GROUP FUND I, L.P.",2931902,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
32,,"CREDIT SUISSE FIRST BOSTON TECHNOLOGY GROUP FUND II, L.P.",2932020,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
33,,"CSFB TECHNOLOGY HOLDINGS 2000, LLC",3089828,32,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
34,,"CREDIT SUISSE FIRST BOSTON FUND INVESTMENTS VI, L.P.",2932217,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
35,,"CREDIT SUISSE FIRST BOSTON FUND INVESTMENTS VI HOLDINGS, LLC",3089882,34,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
36,,"DLJ CAPITAL PARTNERS I, LLC",3010961,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
37,,"CREDIT SUISSE FIRST BOSTON LFG HOLDINGS 2000, L.P.",3072978,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
38,,"CSFB TECHNOLOGY HOLDINGS 2000, LLC",3089828,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
39,,"CREDIT SUISSE FIRST BOSTON FUND INVESTMENTS VI-SIDE PARTNERSHIP, L.P.",3089864,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
40,,"CREDIT SUISSE FIRST BOSTON FUND INVESTMENTS VI HOLDINGS, LLC",3089882,39,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
41,,"CSFB TELETRIM MD FUND, LLC",3198382,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
42,,"CREDIT SUISSE NEXT II INVESTORS, L.P.",3465833,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
43,,"MASDAR CLEANTECH FUND-A, L.P.",3745450,25,GEORGE TOWN CAYMAN ISLANDS,Foreign Entity Other,6,"George Town, Cayman Islands",19.2869323,-81.3674389
44,,"CREDIT SUISSE/SOLARGENIX SPV, LLC",3745517,43,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
45,,"MASDAR CLEAN TECH FUND, L.P.",3806717,25,GEORGE TOWN CAYMAN ISLANDS,Foreign Entity Other,6,"George Town, Cayman Islands",19.2869323,-81.3674389
46,,"CREDIT SUISSE EUROPLASMA SPV, LLC",3627369,45,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
47,,CREDIT SUISSE STRATEGIC INCOME FUND,4472584,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
48,,CREDIT SUISSE COMMODITY ACCESS STRATEGY FUND,4520403,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
49,,CREDIT SUISSE MANAGED FUTURES STRATEGY FUND,4520412,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
50,,CREDIT SUISSE MULTIALTERNATIVE STRATEGY FUND,4520421,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
51,,CREDIT SUISSE GLOBAL SUSTAINABLE DIVIDEND EQUITY FUND,4842208,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
52,,"DEP AGP, L.P.",4842217,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
53,,"CREDIT SUISSE FIRST BOSTON INVESTMENT PARTNERSHIP VI (BERMUDA), L.P.",4857163,25,HAMILTON BERMUDA,Foreign Entity Other,6,"Hamilton, Bermuda",32.2945837,-64.7858887
54,+,"CREDIT SUISSE INVESTMENT HOLDINGS (CAYMAN), L.P.",5070325,25,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
55,+,COLUMN GUARANTEED LLC,3255605,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
56,,CREDIT SUISSE FIRST BOSTON DATA & ANALYTICS LLC,3366930,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
57,,ONE MADISON DEVELOPMENT LLC,3372922,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
58,,"CREDIT SUISSE LEGACY HOLDINGS, L.P.",3484375,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
59,,CREDIT SUISSE LENDING TRUST (USA) 2,3556393,11,MINNEAPOLIS MN,Domestic Entity Other,4,"Minneapolis, MN",44.977753,-93.2650108
60,,CREDIT SUISSE LIFE SETTLEMENTS LLC,3595824,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
61,,CREDIT SUISSE LENDING TRUST (USA) 3,3628272,11,MINNEAPOLIS MN,Domestic Entity Other,4,"Minneapolis, MN",44.977753,-93.2650108
62,,CREDIT SUISSE LENDING TRUST (USA) 4,3628290,11,MINNEAPOLIS MN,Domestic Entity Other,4,"Minneapolis, MN",44.977753,-93.2650108
63,,CREDIT SUISSE LENDING TRUST (USA) 5,3645420,11,MINNEAPOLIS MN,Domestic Entity Other,4,"Minneapolis, MN",44.977753,-93.2650108
64,,STARS SERIES I TRUST,3794001,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
65,,STARS MASTER TRUST,3794216,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
66,,"CS HUDSON HOLDCO, LLC",3813041,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
67,,CREDIT SUISSE LENDING TRUST (USA),4088471,11,MINNEAPOLIS MN,Domestic Entity Other,4,"Minneapolis, MN",44.977753,-93.2650108
68,,CREDIT SUISSE FINANCE LLC,4531379,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
69,,CREDIT SUISSE COMMERCIAL MORTGAGE SECURTIES CORP.,4906632,11,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
70,,"DLJ MORTGAGE CAPITAL, INC.",2119634,10,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
71,,"COLUMN FINANCIAL, INC.",3003280,70,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
72,,"COLUMN CANADIAN HOLDINGS, INC.",2984999,71,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
73,,COLUMN GUARANTEED LLC,3255605,71,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
74,,GRM PROPERTIES II LLC,3369351,71,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
75,,SANDY LANE HOLDCO LLC,3975239,74,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
76,,SANDY LANE RESIDENTIAL LLC,4393577,75,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
77,,SANDY LANE RETAIL LLC,4393586,75,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
78,,SANDY LANE ELEVEN LLC,4393595,75,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
79,,SANDY LANE DEVELOPMENT LLC,4393607,75,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
80,,SANDY LANE BEACH FRONT LLC,4393616,75,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
81,,SANDY LANE LAGOON LLC,4393625,75,NEW YORK NY,Domestic Entity Other,7,"New York, NY",40.7127837,-74.0059413
82,,"2002-NP14, LLC",3793965,70,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
83,,"DLJ BRIDGE FINANCE, INC.",2251794,10,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
84,,MADISON PURCHASING CORP.,2602341,10,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
85,,MADISON LEASING CORP.,2602417,10,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
86,,CREDIT SUISSE FIRST BOSTON MORTGAGE CAPITAL LLC,2713489,10,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
87,,CREDIT SUISSE FIRST BOSTON MORTGAGE CAPITAL - FAIRBANKS I L.P.,2713890,86,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
88,,"CREDIT SUISSE FIRST BOSTON NEXT FUND, INC.",2842307,10,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
89,,"CREDIT SUISSE NEXT ACCESS FUND, L.P.",4664491,88,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
90,,"CREDIT SUISSE NEXT INVESTORS, LLC",4564827,89,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
91,,"USHEALTH GROUP, INC.",2843359,90,FORT WORTH TX,Domestic Entity Other,6,"Fort Worth, TX",32.7554883,-97.3307658
92,,FREEDOM LIFE INSURANCE COMPANY OF AMERICA,2843416,91,FORT WORTH TX,Domestic Entity Other,7,"Fort Worth, TX",32.7554883,-97.3307658
93,,ENTERPRISE LIFE INSURANCE COMPANY,4497493,92,FT. WORTH TX,Domestic Entity Other,8,"Fort Worth, TX",32.7554883,-97.3307658
94,,NATIONAL FOUNDATION LIFE INSURANCE COMPANY,2843386,93,FORT WORTH TX,Domestic Entity Other,9,"Fort Worth, TX",32.7554883,-97.3307658
95,,"FOUNDATION FINANCIAL SERVICES, INC.",2843434,91,FORT WORTH TX,Domestic Entity Other,7,"Fort Worth, TX",32.7554883,-97.3307658
96,,"USHEALTH CAREER AGENCY, INC.",2843443,91,FORT WORTH TX,Domestic Entity Other,7,"Fort Worth, TX",32.7554883,-97.3307658
97,,"HEALTH CARE ONE INSURANCE AGENCY, INC.",2843461,96,FORT WORTH TX,Domestic Entity Other,8,"Fort Worth, TX",32.7554883,-97.3307658
98,,"PRECISION DIALING SERVICES, INC.",2843470,96,FORT WORTH TX,Domestic Entity Other,8,"Fort Worth, TX",32.7554883,-97.3307658
99,,"LIFESTYLES MARKETING GROUP, INC.",2843489,96,FORT WORTH TX,Domestic Entity Other,8,"Fort Worth, TX",32.7554883,-97.3307658
100,,"SENIOR BENEFITS, L.L.C.",2843498,96,FORT WORTH TX,Domestic Entity Other,8,"Fort Worth, TX",32.7554883,-97.3307658
101,,"USHEALTH FUNDING, INC.",2843528,96,FORT WORTH TX,Domestic Entity Other,8,"Fort Worth, TX",32.7554883,-97.3307658
102,,USHEALTH ADMINISTRATORS LLC,2843519,91,FORT WORTH TX,Domestic Entity Other,7,"Fort Worth, TX",32.7554883,-97.3307658
103,,"SMALL BUSINESS INSURANCE ADVISORS, INC.",3372838,91,FORT WORTH TX,Domestic Entity Other,7,"Fort Worth, TX",32.7554883,-97.3307658
104,,"PACIFIC CASUALTY COMPANY, INC.",3794207,91,FORT WORTH TX,Domestic Entity Other,7,"Fort Worth, TX",32.7554883,-97.3307658
105,,"USHEALTH ACADEMY, INC.",3852769,91,FORT WORTH TX,Domestic Entity Other,7,"Fort Worth, TX",32.7554883,-97.3307658
106,,"USHEALTH ADVISORS, LLC",4279840,91,GRAPEVINE TX,Domestic Entity Other,7,"Grapevine, TX",32.9342919,-97.0780654
107,,"FASTMATCH, INC.",4408556,90,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
108,,EBX LLC,4558031,90,BOSTON MA,Domestic Entity Other,6,"Boston, MA",42.3600825,-71.0588801
109,,VITEOS MAURITIUS LIMITED,4558040,90,PORT LOUIS MAURITIUS,Foreign Entity Other,6,"Port Louis, Mauritius",-20.1608912,57.5012222
110,,VITEOS FUND SERVICES LLC,4558068,109,SOMERSET NJ,Domestic Entity Other,7,"Somerset, NJ",40.497604,-74.4884868
111,,"SIGNAC, LLC",5010992,88,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
112,,"CREDIT SUISSE CAPITAL FUNDING, INC.",3003011,10,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
113,,CREDIT SUISSE FIRST BOSTON EQUITY INVESTMENT HOLDING LLC,3255539,112,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
114,,"PCP II, L.P.",4865140,113,LONDON UNITED KINGDOM,Foreign Entity Other,5,"London, UK",51.5073509,-0.1277583
115,,DLJ CAPITAL CORPORATION,3003075,10,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
116,,"DLJ CAPITAL ASSOCIATES IX, INC.",3003020,115,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
117,,"DLJ ASSOCIATES IX, L.P.",3047930,116,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
118,,"SPROUT CAPITAL IX, L.P.",3015470,117,NEW YORK NY,Domestic Entity Other,6,"New York, NY",40.7127837,-74.0059413
119,,"DLJ CAPITAL ASSOCIATES VIII, INC.",3003057,115,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
120,,"DLJ CAPITAL ASSOCIATES VII, INC.",3003066,115,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
121,,DLJ MANAGED PLANS CORPORATION,3005006,115,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
122,,"SPROUT CAPITAL IX, L.P.",3015470,115,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
123,,"SPROUT VENTURE CAPITAL, L.P.",3015555,115,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
124,+,DLJ INTERNATIONAL CAPITAL,3260627,115,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
125,,"SPROUT CEO FUND, L.P.",3370629,115,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
