Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,TD GROUP US HOLDINGS LLC,3606542,,WILMINGTON DE,Intermediate Holding Companies,1,"Wilmington, DE",39.7390721,-75.5397878
2,,TD BANK US HOLDING COMPANY,1249196,1,CHERRY HILL NJ,Financial Holding Company - Domestic,2,"Cherry Hill, NJ",39.926813,-75.0246312
3,,"TD BANK, N.A.",497404,2,WILMINGTON DE,National Bank,3,"Wilmington, DE",39.7390721,-75.5397878
4,,FOUR EIGHTY-ONE CORP.,1459089,3,PORTLAND ME,Domestic Entity Other,4,"Portland, ME",43.661471,-70.2553259
5,,"TCM INVESTMENTS FUND, LLC",4396176,4,GREENVILLE SC,Domestic Entity Other,5,"Greenville, SC",34.8526176,-82.3940104
6,,"CFCDC III, LLC",3961568,5,GREENVILLE SC,Domestic Entity Other,6,"Greenville, SC",34.8526176,-82.3940104
7,,"VCOM INVESTMENT FUND, LLC",4396215,4,GREENVILLE SC,Domestic Entity Other,5,"Greenville, SC",34.8526176,-82.3940104
8,,"CFCDC I, LLC",3961540,7,GREENVILLE SC,Domestic Entity Other,6,"Greenville, SC",34.8526176,-82.3940104
9,,WC INVESTMENT FUND LLC,4396224,4,GREENVILLE SC,Domestic Entity Other,5,"Greenville, SC",34.8526176,-82.3940104
10,,"CFCDC II, LLC",3961559,9,GREENVILLE SC,Domestic Entity Other,6,"Greenville, SC",34.8526176,-82.3940104
11,,481 MANAGEMENT LLC,4396233,4,PORTLAND ME,Domestic Entity Other,5,"Portland, ME",43.661471,-70.2553259
12,,"481 NFM SOLAR INVESTMENT FUND, LLC",4396242,4,PORTLAND ME,Domestic Entity Other,5,"Portland, ME",43.661471,-70.2553259
13,,481 OXFORD STREET INVESTMENT FUND LLC,4502584,4,PORTLAND ME,Domestic Entity Other,5,"Portland, ME",43.661471,-70.2553259
14,,"PEACE CENTER INVESTMENT FUND, LLC",4612661,4,GREENVILLE SC,Domestic Entity Other,5,"Greenville, SC",34.8526176,-82.3940104
15,,"CFCDC IV, LLC",3961577,14,GREENVILLE SC,Domestic Entity Other,6,"Greenville, SC",34.8526176,-82.3940104
16,,"PLAZA HEALTH INVESTMENT FUND, LLC",4612670,4,GREENVILLE SC,Domestic Entity Other,5,"Greenville, SC",34.8526176,-82.3940104
17,,"CFCDC V, LLC",3961586,16,GREENVILLE SC,Domestic Entity Other,6,"Greenville, SC",34.8526176,-82.3940104
18,,"GREENVILLE ONE INVESTMENT FUND, LLC",4612689,4,GREENVILLE SC,Domestic Entity Other,5,"Greenville, SC",34.8526176,-82.3940104
19,,"TD CCG SLP, LLC",4613097,4,WILMINGTON DE,Domestic Entity Other,5,"Wilmington, DE",39.7390721,-75.5397878
20,,"SACS INVESTMENT FUND, LLC",4613109,4,GREENVILLE SC,Domestic Entity Other,5,"Greenville, SC",34.8526176,-82.3940104
21,,"CFCDC VI, LLC",3961595,20,GREENVILLE SC,Domestic Entity Other,6,"Greenville, SC",34.8526176,-82.3940104
22,+,"RIVERWALK INVESTMENT FUND, LLC",4870096,4,GREENVILLE SC,Domestic Entity Other,5,"Greenville, SC",34.8526176,-82.3940104
23,,"481 GATEWAY INVESTMENT FUND, LLC",4870108,4,PORTLAND ME,Domestic Entity Other,5,"Portland, ME",43.661471,-70.2553259
24,+,"481 NFM INVESTMENT FUND, LLC",4873341,4,PORTLAND ME,Domestic Entity Other,5,"Portland, ME",43.661471,-70.2553259
25,,"TD EQUIPMENT FINANCE, INC.",1459098,3,PORTLAND ME,Domestic Entity Other,4,"Portland, ME",43.661471,-70.2553259
26,,"TD AVIATION FINANCE, LLC",3818215,25,WILMINGTON DE,Finance Company,5,"Wilmington, DE",39.7390721,-75.5397878
